	lines	label
15391	来，给我一柄。	ZSH
2463	该死的，你来说说你预备做什么：你会哭？打架？挨饿？撕烂你自己？你可会大量喝酸醋？吃一条鳄鱼？我会干。你到这里来哭哭啼啼吗？你跳进她的墓穴是跟我过不去？要跟她活埋一起，我也会干：你夸说什么山和岭，那就让他们把成百万亩泥土往我们身上堆，使这块地土的顶盖给日轨灼焦，使奥萨山峰像个小硬瘤！你会夸，我能夸更大的口。	SDY
14491	这个题目已经讲完，现在我可以让你知道另外一段事情。你还记得当初的一切经过情形吗？	ZSH
1821	他接待得你们还好吗？	SDY
12011	怎么！那是什么声音？	ZSH
624	殿下真爱开玩笑呢。	BZL
13681	我开始干这营生，是在我们的老王爷哈姆雷特打败福丁布拉斯那一天。	ZSH
1889	好吧，殿下：要是戏文上演时他偷走了什么，逃过我的觉察，我愿意奉赔赃物。	SDY
8771	罗森格兰兹及吉尔登斯吞重上。	ZSH
14541	有这等事？	ZSH
6611	天上的神明啊，让他清醒过来吧！	ZSH
657	昼不要让我作乐，夜不要让我躺，活该我希望变绝望，靠托变抛弃，黑牢里一张冷板凳做我的天地，	BZL
906	我们别提这个吧；要是人家问起你这都是什么意思的话，你就这样说：（唱）明朝是伐伦丁节日，大家要早起身，看我啊到你的窗口，做你的意中人。他起来披上了衣服，就马上开房门；	BZL
203	第五场平台上另一部分。鬼魂与哈姆雷特上。	BZL
13241	觉得那事很有趣味；	ZSH
2516	您不是不明亮赉候底施有什么擅长——	SDY
1360	这真是搅扰人心眼的一粒尘埃。从前在共和罗马鼎盛的首都，在显赫的恺撒大将遇害前不久，坟墓尽走空，死尸裹着入殓衣，到罗马街头去唧唧啾啾地乱叫；星子拖着火焰尾，露珠里含血水，太阳变惨白；还有那水上的冰轮，奈泼钧的万顷海疆要听它挥运，晦蚀得黯淡无光，像世界末日届；而大劫临头、灾殃下降的朕兆，——如前驱使者们总是先命运而来，祸事将至时必有开场的楔子，——天公和地母都已经上下一起来，把它们向宗邦和万民作过昭示。莫作声，看啊！看那边，它又来了！我中魔也要面对它。站住，幻象！你要是能发出声音，会通达言语，[鬼张臂。]就对我说话：要是有什么好事可以去办了，好叫你安舒，且对我能有荣誉，就对我说话：要是你秘密知晓宗邦的命运，也许我们预先知道了能防避，啊！你就讲；或者你要是在生前用强取得了财宝埋藏在地下哪一处洞窟里，为那个，人家说，你们鬼魂常出现，讲出来：站住了，说话！马帅勒史，拦住它。	SDY
14511	在我的心里有一种战争，使我不能睡眠；我觉得我的处境比锁在脚镣里的叛变的水手还要难堪。我就鲁莽行事，结果倒鲁莽对了。我们应该知道，我们乘着一时的孟浪，往往反而可以做出一些为我们的深谋密虑所做不成功的事；从这一点上，我们可以看出来，无论我们怎样辛苦图谋，我们的结果却早已有一种冥冥中的力量把它布置好了。	ZSH
767	[自帏后〕啊，我死了。[倒毙。	BZL
10871	英格兰王啊，丹麦的宝剑在你的国土上还留着鲜明的创痕，你向我们纳款输诚的敬礼至今未减，要是你畏惧我的威力，重视我的友谊，你就不能忽视我的旨意；我已经在公函里要求你把哈姆雷特立即处死，照着我的意思做吧，英格兰王，因为他像是我深入膏肓的痼疾，一定要借你的手把我医好。我必须知道他已经不在人世，我脸上才会有笑容浮起。[下]	ZSH
13691	那是多久以前的事？	ZSH
2051	现在我正好下手，他既然在祷告；现在我就干；这样他可升了天；而我就报了仇。那个却得要考虑：一个恶贼杀了我父亲；为那事，我，我父亲的独子，却把这恶贼送上天。啊，这简直是酬恩，而不是报仇。他杀我父亲，在他饱食后，肉欲盛，当他的罪辜发怒时，像阳春五月；他生前那笔孽账，上帝外有谁知？但我们揆度情景，据常理看来，他的蹙运很乖戚：我是否报了仇，在他涤净灵魂的时节杀了他，当他已准备成熟，适于离尘世？不行！收起来，剑；要把握更凶残的机会：等他喝醉酒死睡，或狂怒的时分，或在床褥间纵情乱伦的时候，在赌博，在赌咒，或是在干什么绝没有得救希望的坏事的当儿；那时节摔倒他，使他脚跟朝天踢，灵魂打入永不超生的黑地狱，且跟地狱一般黑。我母亲在等：这剂药只是延长你灾病的时日。	SDY
2014	啊，筚篥来了！拿一支来看。——跟你离开这儿走一下？——为什么你要跑到我上风头，好像想赶我掉进罘网似的？	SDY
2126	海风海浪似的疯，当它们争竞着谁个更凶强：在他猖狂的发作里，一听到毡幔后面有一点响动，就拔出剑来，叫道，“有耗子，有耗子！”在这神经狂乱的幻想里杀死了那个躲着的老人家。	SDY
14351	嘿，我愿意为了这个题目跟他决斗，直到我的眼皮不再跳动。	ZSH
1175	这都是什么意思呢，先生？我们为什么要用我们粗俗的呼吸裹起了这位高雅的绅士呢？	BZL
2095	唉呀，他疯了！	SDY
194	放开你们的手！	BZL
739	我就去这么说。[彼乐纽斯，罗森克兰兹及纪尔顿斯丹下哈“一会儿”是容易说的。——朋友们，请走吧。[众下，仅留哈姆雷特。现在是一夜里最阴森可怕的时分，坟墓会张嘴，地狱会吐出毒气来玷污人世；我简直喝得下热血，干得出青天白日所不敢正视的狠极的勾当了！慢点！先去找母亲！我的心可不要迷失本性；不要让尼禄的灵魂钻进我坚定的胸怀。我尽管凶狠，可不要变成忤逆；我对她，口要出利剑，手不用尖刀。我就在这一件事情上表里不一吧：我的话尽管骂得她体无完肤，我的心决不要容许伤她的意图！[下。	BZL
602	挺有味道：一日三餐都是变色晰蜴的饮食。我吃的是空气，给空话填满了肚子。要拿来喂蠢鸭子，可喂不肥。	BZL
1438	眼睛盯住了你们？	SDY
15181	这一只小鸭子顶着壳儿逃走了。	ZSH
1978	搭半股。	SDY
15361	原谅我，雷欧提斯；我得罪了你，可是你是个堂堂男子，请你原谅我吧。这儿在场的众人都知道，你也一定听见人家说起，我是怎样被疯狂害苦了，凡是我的所作所为，足以伤害你的感情和荣誉，激起你的愤怒来的，我现在声明都是我在疯狂中犯下的过失。难道哈姆雷特会做对不起雷欧提斯的事吗？哈姆雷特绝不会做这种事。要是哈姆雷特在丧失他自己的心神的时候，做了对不起雷欧提斯的事，那样的事不是哈姆雷特做的，哈姆雷特不能承认。那么是谁做的呢？是他的疯狂。既然是这样，那么哈姆雷特也是属于受害的一方，他的疯狂是可怜的哈姆雷特的敌人。当着在座众人之前，我承认我在无心中射出的箭，误伤了我的兄弟；我现在要向他请求大度包涵，宽恕我的不是出于故意的罪恶。	ZSH
15491	替我在那桌子上斟下几杯酒。要是哈姆雷特击中了第一剑或是第二剑，或是在第三次交锋的时候争得上风，让所有的碉堡上一齐鸣起炮来；国王将要饮酒慰劳哈姆雷特，他还要拿一颗比丹麦四代国王戴在王冠上的更贵重的珍珠丢在酒杯里。把杯子给我；鼓声一起，喇叭就接着吹响，通知外面的炮手，让炮声震彻天地，报告这一个消息：“现在国王为哈姆雷特祝饮了！”来，开始比赛吧；你们在场裁判的都要留心看好。	ZSH
1946	母亲，你觉得这出戏怎样？	SDY
2236	俏丽的莪斐丽亚！	SDY
398	也不是，殿下。	BZL
1433	见到的，殿下；他把护面甲推到了上边去。	SDY
13311	谁料如今岁月潜移，	ZSH
3861	我们要试一试。	ZSH
7071	[向国王]	ZSH
728	可是我不会把它们吹出和谐的调子。我没有这点本事。	BZL
1286	小福丁布拉斯从波兰凯旋回来，他们对英国派来的使节放了这一阵礼炮。	BZL
752	哈［自内]母亲，母亲，母亲！	BZL
86	这样回答才真是有头脑，能体贴！你留在丹麦就和我不分彼此吧。夫人，来吧。我听了哈姆雷特这样子惠然允诺，高兴得心都笑了：为了表示庆祝，今天丹麦王每于一次杯都要放一次大炮，高响入云，叫夭上把欢乐传开去，一声声回应着地上的雷鸣。来吧。	BZL
12951	二小丑携锄锹等上。	ZSH
447	结果是这些小孩子打赢了？	BZL
2044	我要请你们就准备立刻出发；这一桩危险我们要加上脚镣，它如今行动太自由。我们要赶紧。	SDY
17310	父亲，我不知道我应该怎样想才好。	ZSH
1739	[旁白，向吉尔腾司登]你怎么说？	SDY
13971	也有同样的臭味，殿下。	ZSH
704	欢迎得很。	BZL
468	戏子们来了，每个人骑一头傻毛驴。	BZL
1189	他使出西项武器来了——可是也罢。	BZL
2651	不，凭着圣帕特里克	ZSH
344	好娘娘，等一等；我要忠于原文。（读〕你可以怀疑星辰的发光，你可以怀疑日月的运行，你可以疑心真理会说谎，决不要怀疑我的爱情。亲爱的莪菲丽亚啊，我非常不善于写诗；我没有本领照	BZL
9101	请你吹一吹。	ZSH
277	交给他这点钱，这些信件，雷纳尔陀。	BZL
1463	[朴罗纽司上。	SDY
193	殿下不要去。	BZL
1636	两位陛下对我们两人有至高无上的权力，有什么旨意尽可出之以命令，请不用恳请。	SDY
1664	您看我是怎样的人？	SDY
6181	国王、王后、波洛尼厄斯、奥菲利娅、罗森格兰兹及吉尔登斯吞上。	ZSH
14991	殿下，我的意思是说他的武艺；人家都称赞他的本领一时无两。	ZSH
892	怎么样，我菲丽亚？	BZL
1384	怎么阴云还笼罩在你头顶上？	SDY
722	殿下，我不会吹。	BZL
8421	你夜半采来的毒草炼成，	ZSH
1053	不能再多出一点点了，殿下。	BZL
837	你不懂最好，恶毒的话正好在傻瓜的耳朵里睡大觉。	BZL
1579	[自下。]发誓。	SDY
915	我希望万事会大吉的。我们得耐性点儿；可是我是一想到他们竟把他搁进了冰冷的泥上里去，可叫我不哭也不行呀。一定得叫我的哥哥知道；对，我就谢谢你们替我出的好主意。来，我的马车！晚安，太太小姐们。晚安，可爱的太太小姐们。晚安，晚安。〔下。	BZL
209	不要可怜我，只要认真听我要说的事情。	BZL
2174	在天上；派人去找他：要是你的使者在那里找不到他，你自己到另外地方去找吧。可是，说实在话，你要是这个月里找不到他，你登上楼梯进入庑房的时候，准能嗅得到他。	SDY
954	如说出该从哪个字起算歌词部分。“翻来复去”有的学者解释是指歌同叠句，有的解释是纺轮（一边纺纱一边唱山歇）。坏管家故事，据说无可考。	BZL
5551	将行不行，兀立不动。	ZSH
1089	我猜不出。	BZL
14121	还有些什么仪式？	ZSH
1356	我能；至少私下里这么样传闻。我们的先王，他那神容只刚才对我们显过形，你们知道，被挪威王福丁勃拉思，野心争胜的狂妄自大煽动他，挑战作决斗；英武的哈姆雷特——我们这半边天下谁对他不钦仰——便斩了福丁勃拉思；凭合同文书，跟法律，也跟纹章院规条很符合，他连同性命，把他所有的土地全部输给了比武决斗的得胜者；跟那份土地正相当，我们的先王押下同样多的地作赌注；这会归福丁勃拉思所有，如果他得胜；就凭契约，以及这条款所规定，前面已说过，哈姆雷特就有了他那片土地。如今小福丁勃拉思，年少气盛火性烈，没经受世故，已经在挪威边境上，这里那里，啸聚了一伙刁悍的亡命之徒，供他们吃喝，要他们去干些行险、侥幸的横心泼胆事；那便不外是——对我们邦国的当政显得很清楚——想用强暴的手段，以动武的态势，从我们这里收回那些他父亲已失去的土地。这个，据我看来，是我们准备频繁的主要因由，我们这警卫的缘故，以及到处急匆匆、纷忙动乱的根本所以然。	SDY
7141	我没有想到，殿下。	ZSH
15561	好；再来。	ZSH
16051	一颗高贵的心现在碎裂了！晚安，亲爱的王子，愿成群的天使们用歌唱抚慰你安息！——为什么鼓声越来越近了？[内军队行进声]	ZSH
1920	那样久？不，那么，让魔鬼去穿素吧，因为我要制一袭貂裘。啊，上苍！两个月前死的，而还没有给忘记掉？那就有希望，一位大人物死后，过了半年人家还记得他；可是，圣母在上，他一定得造几座教堂；否则准没有人会想起他，跟五月节的柳条马一样，它的墓志铭是，“因为，啊！因为，啊！柳条马给忘了。”	SDY
2582	[旁白]这就是那下毒的酒钟：已经太晚。	SDY
235	回，回，回，小家伙！来，小鸟儿，来。	BZL
24210	[在内]	ZSH
1345	看！它迈开长步要去了。	SDY
882	化上两千条性命，两万块金圆，也解决不了这个草芥问题。大概是富足和太平长出了脓疮，在里面溃烂，外表上还并不显出一个人将死的征象。——谢谢队长。	BZL
2580	谢母亲！	SDY
4231	无荣无辱便是我们的幸福；我们不是命运女神帽子上的纽扣。	ZSH
1509	你们松了手！	SDY
1737	有何目的，殿下？	SDY
720	噢，殿下，如果我热心太过火，说话太放肆，都因为我对殿下敬爱太深。	BZL
9911	鬼魂上。	ZSH
131	可惜我没有在场。	BZL
1998	欢迎你。	SDY
3401	我们愿意投身在两位陛下的足下，两位陛下无论有什么命令，我们都愿意尽力奉行。	ZSH
1135	千真万确。	BZL
2556	我是来衬托你，赉候底施：我剑法拙劣将使你的高手像黑夜衬明星，越显得灿烂。	SDY
1307	君王长寿！	SDY
1621	啊爸爸，爸爸，这真把我吓坏了！	SDY
6310	它走了！我们不该用暴力对待这样一个尊严的亡魂；因为它是像空气一样不可侵害的。我们无益的打击不过是恶意的徒劳。	ZSH
1305	谁在那儿？	SDY
6731	。请你留心避免才好。	ZSH
817	你这样叹气一定有深长的意义。快把它说出来；我得知道个究竟。你的儿子呢？	BZL
1483	[宫堡前警卫坛]	SDY
1527	我的时间快到了，就要回去委身到硫磺烈焰里去经受煎熬。	SDY
13810	那一定会使您骇愕万分。	ZSH
2314	哈姆雷特”是什么意思？旁的人也都回来吗？或者是欺骗，没有这样的事情？	SDY
2485	这么样，吉尔腾司登和罗撰克兰兹便送了自己的命。	SDY
499	狠命的直劈了普赖姆！滚出去，滚出去，命运女神是娼妇！愿天神全体一致剥夺她权力；打碎她那个转轮的轮辐和轮盘，把那个圆轴心滚滚的直推下天山去，	BZL
9661	来，来，坐下来，不要动；我要把一面镜子放在你的面前，让你看一看你自己的灵魂。	ZSH
11101	第五场　艾尔西诺城堡中的一室	ZSH
357	陛下该知道，他有时在这儿走廊里一连走三四个钟头。	BZL
156	时间在唤你。走吧，听差在等你。	BZL
1367	它正要说话那时分，公鸡啼了。	SDY
2560	很知道，回吾王；陛下把注子押在软弱的一边了。	SDY
352	很可能，很象。	BZL
11171	让她进来。[侍臣下]	ZSH
1857	在家里，殿下。	SDY
4121	他的回答有时候是多么深刻！疯狂的人往往能够说出理智清明的人所说不出来的话，我要离开他，立刻就去想法让他跟我的女儿见面。——殿下，我要向您告别了。	ZSH
2401	那么，替哪个堂客掘的？	SDY
5971	即使光明的日月也会陪她流泪，	ZSH
1000	的确，哪儿也不能庇护凶手，禁止报仇。可是，好莱阿替斯，你首先得躲在家里，不要出门。哈姆雷特回来会听说你也回家了，我们叫几个人夸赞你武艺出众，把那个法国人对你的那一番夸奖再锦上添花；激他来跟你比一手赌一个输赢，他为人不拘细节，一向大方，没有一点儿鬼心眼，决不会查看比武剑究竟对不对；因此，再耍点小花巧，你轻易就挑了没有磨钝的一把剑，暗算他一句就报了你杀父之仇了。	BZL
11221	侍臣率奥菲利娅重上。	ZSH
120	不错，不错。这可搅得我心乱了。你们今晚上还守夜吗？玛、贝守，殿下。	BZL
12301	求上帝饶赦一切基督徒的灵魂！上帝和你们同在！[下]	ZSH
12161	这是给您的表示悔恨的芸香；这儿还留着一些给我自己；遇到礼拜天，我们可以叫它慈悲草。啊！您可以把您的芸香插戴得别致一点。这儿是一枝骗人的雏菊；我想要给你几朵忠贞的紫罗兰，可是我父亲一死，它们全都谢了；他们说他死得很好，他们说他落了一个善终——[唱]	ZSH
5831	那很好，“蒙脸的王后”是很好的句子。	ZSH
226	天兵神将啊！天神地祗啊！还有呢？加上地狱的凶煞吗？硬起来，我的心！全身的筋络不要一下子都松了，要把我直挺挺支撑起来！记着你？	BZL
146	不过如此？	BZL
322	谢谢，纪尔顿斯丹，罗森克兰兹。我现在就请你们立刻去看看我那个大大变了的儿子。谁来领我们这二位先生去找哈姆雷特。	BZL
13901	正是他。	ZSH
12311	上帝啊，你看见这种惨事吗？	ZSH
2624	什么！这东西今晚又出现过了吗？	ZSH
653	都会摧毁了自己实行的气节。欢天喜地会带来痛哭流泪，一转眼悲转为欢，欢转为悲。人世是变幻无常的，也不必见怪爱惜总是随时运变去变来；	BZL
935	谁又想阻止你呢？	BZL
1568	决不把今夜所见的说与人知。殿下，我们决不会。	SDY
5031	还在提我的女儿。	ZSH
8681	您该把它押了韵才是。	ZSH
1094	好，你的挖苦呢？你的调皮呢？你的蹦蹦跳跳呢？你的哼哼唧唧呢？你逗得哄堂大笑的滑稽劲儿呢？你没有留得下一点儿玩笑来嘲笑你现在做的这种鬼脸吗？你把下巴颏都笑掉了，狼狈到尽张嘴，合不上来了吗？现在你给我到小姐的闺房里去，对她说，随她把脂粉涂到寸把厚，她结果还是会变成这一副尊容，叫她笑一笑吧。霍拉旭，请你告诉我一点事情。	BZL
6110	它在这儿！	ZSH
15861	您怎么啦？雷欧提斯？	ZSH
10781	哈姆雷特，你干出这种事来，使我非常痛心。为了你自身的安全起见，你必须火速离开国境；所以快去自己预备预备。船已经整装待发，风势也很顺利，同行的人都在等着你，一切都已经准备好向英格兰出发。	ZSH
461	也许他是第二次裹上的；因为人家说，一个老年人是第二次做婴孩。	BZL
2253	好吧，好吧。[彼等退至门外。	SDY
1727	上帝在上，我可以关在个核桃壳里，而还把自己当作个无限空间之王，只要我不做那些个噩梦。	SDY
1652	[朴罗纽司引伏尔砥曼特与考耐列欧斯上。	SDY
2271	[莪斐丽亚复上。	SDY
782	噢，别说了！你使我看透了我自己灵魂的深处，我在那里面看见了乌黑的斑点，牢得永不会褪色啊。	BZL
1641	[罗撰克兰兹、吉尔腾司登与侍从数人同下。	SDY
11891	让他问下去。	ZSH
248	我抱歉我说话把你得罪了，罪过，真是罪过。	BZL
2280	悲伤和痛苦，苦痛，以至于惨怛，她都幻化成娇柔，变性得可喜。	SDY
289	可是，老爷——	BZL
2191	队长，去替我向丹麦君王表敬意；告诉他，经他同意，福丁勃拉思要求带领队伍经过他境内作许可的行军。会合地点你知道。要是他陛下有事跟我们面谈，我们将前往觐见，当面去致敬；把我这意思转告他。	SDY
1439	盯得非常紧。	SDY
1122	噢，他是说疯话，莱阿替斯。	BZL
22510	你听了以后，必须替我报仇。	ZSH
3110	好，我们坐下来，听听勃那多怎么说。	ZSH
1191	目，跟剑柄呼应得非常合式，真叫作巧夺夭工，穷极豪华。	BZL
1136	我就从我那个房舱里一骨落爬起来，披上了船上用的短大衣，黑暗里摸出去找他们睡的地方；找到了，摸到了他们的文件包，重新退回到自己的房间里：我既然起了疑心也就顾不得规矩，我擅自拆开了他们的那道皇皇的训令；好家伙，那里面是一个多么堂堂的鬼主意！理由一大堆，天花乱坠，说什么为了丹麦也为了英国的利益，放了我，噢呵！简直是放妖魔鬼怪，因此切切此令，等文书一到，务必不用等斧头再磨快一点，就把我立即斩首。	BZL
25310	好殿下，告诉我们。	ZSH
15841	哎哟，瞧王后怎么啦！	ZSH
5891	只有在惊惶中抓到的一幅毡巾，	ZSH
2579	他胖了，呼吸短。哈姆雷特，拿我的手帕去抹额：我来喝一钟祝你赢，哈姆雷特。	SDY
2444	不能了：我们会亵渎了那殡葬的圣仪，假使对她也唱安魂曲，息亡灵，像对好死的幽魂般。	SDY
2641	哪儿的话，殿下。	ZSH
2479	请说。	SDY
2273	[唱]光着脸他在尸架上给抬走；嗨，哝哝呢，哝呢，嗨哝呢，好一阵眼泪洒在他的坟头——再会了，我的小鸽儿！	SDY
583	陛下如认为妥当，看戏以后，却不妨让他的母后单独叫他去倾吐心事。请母亲干脆问问他；我愿得陛下许可，躲在一边，听他们密谈。再要是探不出真情，就派他去英国；或者凭陛下的高见，关他在哪一个合适的地方。	BZL
13581	您在外头也不老实，先生，所以这坟不是您的；至于说我，我倒没有在里头胡闹，可是这坟的确是我的。	ZSH
7311	他也会给我们解释方才那哑剧有什么奥妙吗？	ZSH
1517	丹麦宗邦里什么事出了乱子。	SDY
486	爱）。哈姆雷特提到那弗池，只因为，正如有的学者指出的，仅有一点与波乐纽斯相同——无耻的献出女儿，牺牲女儿。	BZL
310	他说了什么？	BZL
4421	那么我们的乞丐是实体，我们的帝王和大言不惭的英雄，却是乞丐的影子了。我们进宫去好不好？因为我实在不能陪着你们谈玄说理。	ZSH
115	殿下，就是在我们守夜的平台上。	BZL
8001	把我们的谈话拉回本题，	ZSH
6841	你们两人也去帮着催催他们。	ZSH
11511	梳洗整齐到你窗前，	ZSH
233	心愿如此！霍拉旭与玛塞勒斯上。	BZL
1389	好像！不对，的确是；我不懂什么叫“好像”。不光我这件黑外套，好母亲，也不光这身遵礼守制的黑孝衣，也不光这喘息频频的长吁短叹，不，也不仅这眼里的汩汩长流，也不仅面目间沮丧黯淡的神色，和一切形相，表情，悲伤的外观，能真正表白我；这些果真是“好像”，因为它们是一个人表演的姿态：但在我心中有无法表演的哀痛；这些都只是悲哀的服饰和衣裳。	SDY
4100	那边是谁？	ZSH
1708	尊贵的殿下！	SDY
8751	那么他多半是不能赏识。	ZSH
1692	莫让她在太阳光下走路：怀孕是天赐的恩福；但是你女儿怀孕可不然——朋友，小心。	SDY
2139	殿下，您把那尸体怎样打发了？	SDY
1908	好的，殿下。	SDY
12841	让我们再考虑考虑，看时间和机会能够给我们什么方便。要是这一个计策会失败，要是我们会在行动之间露出了破绽，那么还是不要尝试的好。为了预防失败起见，我们应该另外再想一个万全之计。且慢！让我想来：我们可以对你们两人的胜负打赌；啊，有了：你在跟他交手的时候，必须使出你的全副的精神，使他疲于奔命，等他口干烦躁，要讨水喝的当儿，我就为他预备好一杯毒酒，万一他逃过了你的毒剑，也逃不过我们这一着，且慢！什么声音？啊，亲爱的王后！	ZSH
533	娘娘，我们在路上恰巧赶上了一个戏班子；我们就对他报告了，他一听说似乎非常高兴。他们现在已经是在这儿宫里了，而且我想已经接受了吩咐，今晚上要给他演戏呢。	BZL
2251	不，让我们进来。	SDY
2791	啊哈！孩儿！你也这样说吗？你在那儿吗，好家伙？来，你们没听见这个地下的人怎么说吗？宣誓吧。	ZSH
2576	我先来这回合；放开着。来吧。[两人交手]又中了一下；你说怎么样？	SDY
6871	霍拉旭上。	ZSH
10611	带他来见我。	ZSH
2232	你怎么样，俏丽的姑娘？	SDY
14681	不要作声！谁来了？	ZSH
448	正是呢，殿下——连赫勾列和他背的地球都始席卷了去了。	BZL
11711	哎哟！这是什么声音？	ZSH
642	就象女人的爱情。二伶人分扮国王与王后上。伶王“金乌”流转，一转眼三十周年。临照过几番沧海，几度桑田，	BZL
321	谢谢，罗森克兰兹，纪尔顿斯丹。	BZL
1287	噢，我死了，霍拉旭！	BZL
24710	喂，呵，呵，殿下！	ZSH
332	且听他讲了再说。欢迎，好朋友！波乐纽斯、伏尔第曼德及考奈留斯上。伏尔第曼德，挪威国王兄怎样说？	BZL
263	（自下）发誓！	BZL
2222	至美的丹麦王后陛下在哪里？	SDY
9061	啊！笛子来了；拿一支给我。跟你们退后一步说话；为什么你们这样千方百计地窥探我的隐私，好像一定要把我逼进你们的圈套？	ZSH
1603	当真，不会的；只要你说得轻飘些。你可不能进一步加污辱于他了，说他好色贪淫；我并不要那样：要把他的过失说得空泛而轻淡，好叫它们看来像倜傥的污斑，心神精力弥漫时的一阵爆发，方刚的血气在那里越规撒野，年轻人惯常容易犯。	SDY
12021	奥菲利娅重上。	ZSH
1162	不，相信我，天气很冷；刮了北风。	BZL
769	哼，我可不知道。那不是国王吗？	BZL
2562	这把太重了，给我另外换一柄。	SDY
12901	淹死了，淹死了！	ZSH
419	我是个叫化子，穷得连一声“谢谢”都拿不大出来；可是我还是谢谢你们；当然，我的一声“谢谢”是不值半文钱的，请二位原谅。你们不是人家叫来的吗？你们来、是出于自己的意思吗？你们来、是出于自动吗？得，得，老实对我说，得，得，老实说！	BZL
8141	让我生前死后永陷沉沦！	ZSH
1341	它要我们先开谈。	SDY
10121	你放心吧，要是言语是从呼吸里吐出来的，我绝不会让我的呼吸泄露了你对我所说的话。	ZSH
7901	世界也会有毁灭的一天，	ZSH
2427	这个？	SDY
2033	那么，我马上就去见我母亲。——[旁白]他们愚弄我到了极点。——我马上就来。	SDY
848	把他带进来。	BZL
10061	心神恍惚！我的脉搏跟您的一样，正按着正常的节奏跳动哩。我所说的并不是疯话；要是您不信，我可以把我刚才说过的话一字不漏地复述一遍，一个疯人是不会记忆得那样清楚的。母亲，为了上帝的慈悲，不要自己安慰自己，以为我这一番话，只是出于疯狂，不是真的对您的过失而发；那样的思想不过是骗人的油膏，只能使您溃烂的良心上结起一层薄膜，那内部的毒疮却在底下愈长愈大。向上天承认您的罪恶吧，忏悔过去，警戒未来；不要把肥料浇在莠草上，使它们格外蔓延起来。原谅我这一番正义的劝告；因为在这种万恶的时世，正义必须向罪恶乞恕，它必须俯首屈膝，要求人家接纳他的善意的箴规。	ZSH
3001	很好，很好，好得很。你先给我调查调查有些什么丹麦人在巴黎，他们是干什么的，叫什么名字，有没有钱，住在什么地方，跟哪些人为伍，用度大不大；用这种转弯抹角的方法，要是你打听到他们也认识我的儿子，你就可以更进一步，表示你对他也有相当的认识；你可以这样说：“我知道他的父亲和他的朋友，对他也略为有点认识。”你听见没有，雷纳尔多？	ZSH
723	我请你。	BZL
7661	也许再嫁一位如意郎君——	ZSH
7801	像未熟的果子密布树梢，	ZSH
1969	君王站起来了。	SDY
1468	再会了，莪斐丽亚；要好好记住我对你说的话。	SDY
7361	要请各位原谅指教，	ZSH
2519	他使的是什么武器？	SDY
356	我们进一步怎样来试验呢？	BZL
8881	您的母后心里很难过，所以叫我来。	ZSH
1127	听我说，老兄，你凭什么理由要这样对待我？我是一向爱你的。可是也罢了。好汉要闹，就随他怎样来闹，猫总是要叫，狗也总是会咬。[下。	BZL
296	老爷，我懂。	BZL
10711	没有什么意思，我不过告诉你一个国王可以在一个乞丐的脏腑里出巡呢。	ZSH
1006	淹死了！噢，在哪儿？	BZL
2504	不用，好殿下；我这样舒服，当真。殿下，赉候底施新近来到了朝廷上；请信我，他真是位十全十美的士子，满都是诸般各色的才艺，风致温良优雅，气象卓越超群：当真，要说得一箭上垛，他真是礼貌的指南，谦让的条规，因为您能在他身上找到一位士君子的任何一种才艺的精华。	SDY
2003	那么，她这样说：您的行止使她惊愕诧异。	SDY
1994	你要是通情识趣的话，该把这事去告诉御医：因为若叫我去替他清除郁结，只会使他更加恼怒。	SDY
15171	他的那颗心只能由他奉献，别人可谁也不敢替他送人。	ZSH
3951	我不是，殿下。	ZSH
1746	那扮演国王的要受到欢迎；我要对他陛下上贡；那勇敢的骑士要舞他的剑，使他的盾牌；那情人将不会白白唉声叹气一场；那性情古怪的角儿要尽他去发泄一番；那小丑要叫那些一碰就笑的看客捧腹弯腰；还有那扮演娘娘的要畅所欲言，否则素体韵文会显得不济。他们是什么班子？	SDY
74	陛下，他苦苦哀求，舌敝唇焦，好容易挖出了我嘴里“可以”两个字，我在他决心上盖下了生硬的“同意”。他要走，就请陛下放他走吧。	BZL
286	老爷，那可就损害他的名誉了。	BZL
422	叫来干什么呀，殿下？	BZL
2125	什么，葛忒露？哈姆雷特怎么样？	SDY
763	那么好，我去叫会说话的来跟你说话。	BZL
8741	要是国王不爱这出喜剧，	ZSH
1142	讲吧，殿下。	BZL
14221	啊！但愿千百重的灾祸，降临在害得你精神错乱的那个该死的恶人的头上！等一等，不要就把泥土盖上！让我再把她拥抱一次。[跳入墓中]	ZSH
2433	嗅起来也这样吗？！[置髑髅于地]	SDY
12431	愿他也祝福你。	ZSH
1938	啊呀，别再说下去！那样叛逆的情爱我的心决不许：我若再嫁个丈夫，我就该给诅咒！嫁得两次的便是杀前夫的凶手。	SDY
6571	在家里，殿下。	ZSH
13301	[唱]	ZSH
2449	啊，叫千重万重的灾祸都降到那人头上去，他那恶毒的行径害得你丧神而失智！等一下，且慢盖上土，等我再将她最后来拥抱一回：现在用泥土将活的死的都盖上，等你把这片平地堆成了一座山，要高出毘荔翁，要高过奥林匹斯插天的苍峰。	SDY
854	唉，唉！	BZL
2588	来第三个回合，赉候底施：你在玩；请你使出你最大的劲道来劈刺；我怕你把我当作娃儿来戏耍呢。	SDY
758	得了，得了，你问话总是胡说。	BZL
3081	为什么叫你做这种事？	ZSH
